Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long
2023-05,Mata,With ophthalmic complications,E11.3,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Keratitis,H16,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Degeneration of macula and posterior pole,H35.3,Sidamulih,556,Disorders of choroid and retina,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Senile cataract,H25,Kalipucang,733,Disorders of lens,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Astigmatism,H52.2,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Blepharitis,H01.0,Cigugur,253,"Disorders of eyelid, lacrimal system and orbit",2,-1.542490223,-7.683333,108.65
2023-05,Mata,Keratitis,H16,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Conjunctivitis,H10,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Senile cataract,H25,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65
2023-05,Mata,Optic atrophy,H47.2,Langkaplancar,299,Disorders of optic nerve and visual pathways,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Senile cataract,H25,Mangunjaya,230,Disorders of lens,2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Myopia,H52.1,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Senile cataract,H25,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,"Chorioretinal inflammation, unspecified",H30.9,Cijulang,343,Disorders of choroid and retina,2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,Chalazion,H00.1,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Optic neuritis,H46,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Scleritis,H15.0,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Astigmatism,H52.2,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-05,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,"Retinal vascular occlusion, unspecified",H34.9,Padaherang,578,Disorders of choroid and retina,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Other retinal detachments,H33.5,Padaherang,578,Disorders of choroid and retina,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Pterygium,H11.0,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2023-05,Mata,Other vitreous opacities,H43.3,Parigi,862,Disorders of vitreous body and globe,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Myopia,H52.1,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,Blepharoconjunctivitis,H10.5,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2023-05,Mata,Blepharoconjunctivitis,H10.5,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,With ophthalmic complications,E11.3,Cigugur,253,Other,2,-1.542490223,-7.683333,108.65
2023-05,Mata,Primary open-angle glaucoma,H40.1,Cigugur,253,Glaucoma,2,-1.542490223,-7.683333,108.65
2023-05,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Senile cataract,H25,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,"Disorder of orbit, unspecified",H05.9,Cimerak,544,"Disorders of eyelid, lacrimal system and orbit",0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Chronic conjunctivitis,H10.4,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,"Disorder of eyelid, unspecified",H02.9,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Blepharitis,H01.0,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Scleritis,H15.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Aphakia,H27.0,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,"Iridocyclitis, unspecified",H20.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Myopia,H52.1,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Other strabismus,H50,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Type 2 diabetes mellitus,E11,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Blepharoconjunctivitis,H10.5,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,Benign neoplasm of eye and adnexa,D31,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Other retinal vascular occlusions,H34.8,Cimerak,544,Disorders of choroid and retina,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Type 2 diabetes mellitus,E11,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Pterygium,H11.0,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Hordeolum and chalazion,H00,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Glaucoma,H40,Sidamulih,556,Glaucoma,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Senile cataract,H25,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Hordeolum and chalazion,H00,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Optic neuritis,H46,Cimerak,544,Disorders of optic nerve and visual pathways,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Optic neuritis,H46,Pangandaran,1105,Disorders of optic nerve and visual pathways,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Astigmatism,H52.2,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Chalazion,H00.1,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Colour vision deficiencies,H53.5,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Myopia,H52.1,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,With ophthalmic complications,E11.3,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Corneal ulcer,H16.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Senile cataract,H25,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Blepharitis,H01.0,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Pterygium,H11.0,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,"Iridocyclitis, unspecified",H20.9,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Senile cataract,H25,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Optic neuritis,H46,Cigugur,253,Disorders of optic nerve and visual pathways,2,-1.542490223,-7.683333,108.65
2023-05,Mata,Glaucoma,H40,Langkaplancar,299,Glaucoma,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,Presbyopia,H52.4,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Astigmatism,H52.2,Mangunjaya,230,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Hypermetropia,H52.0,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Corneal ulcer,H16.0,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Blepharitis,H01.0,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Choroidal detachment,H31.4,Cijulang,343,Disorders of choroid and retina,2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,"Foreign body on external eye, part unspecified",T15.9,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Conjunctivitis,H10,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Other retinal detachments,H33.5,Mangunjaya,230,Disorders of choroid and retina,2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Primary open-angle glaucoma,H40.1,Kalipucang,733,Glaucoma,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,"Benign neoplasm: Brain, supratentorial",D33.0,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Disorders of refraction and accommodation,H52,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,"Glaucoma, unspecified",H40.9,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,"Conjunctivitis, unspecified",H10.9,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Corneal ulcer,H16.0,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Chalazion,H00.1,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Exophthalmic conditions,H05.2,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Disorders of vitreous body,H43,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Disorders of refraction and accommodation,H52,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,Other keratitis,H16.8,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Primary open-angle glaucoma,H40.1,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Subjective visual disturbances,H53.1,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,With ophthalmic complications,E11.3,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Other vitreous opacities,H43.3,Mangunjaya,230,Disorders of vitreous body and globe,2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Scleritis,H15.0,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,"Chorioretinal inflammation, unspecified",H30.9,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,"Foreign body on external eye, part unspecified",T15.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Disorders of refraction and accommodation,H52,Mangunjaya,230,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,B20,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,"Conjunctivitis, unspecified",H10.9,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Disorders of refraction and accommodation,H52,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Benign neoplasm: Conjunctiva,D31.0,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Presbyopia,H52.4,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Keratitis,H16,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Astigmatism,H52.2,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Other benign neoplasms of connective and other soft tissue,D21,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Presbyopia,H52.4,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Other strabismus,H50,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Other specified surgical follow-up care,Z48.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Keratitis,H16,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Disorders of multiple cranial nerves,G52.7,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Vitreous prolapse,H43.0,Cijulang,343,Disorders of vitreous body and globe,2,-1.22044966,-7.727417462,108.4725217
2023-05,Mata,Other specified disorders of eyelid,H02.8,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Disorders of refraction and accommodation,H52,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Primary open-angle glaucoma,H40.1,Parigi,862,Glaucoma,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,"Glaucoma, unspecified",H40.9,Langkaplancar,299,Glaucoma,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,"Keratitis, unspecified",H16.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Episcleritis,H15.1,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,"Keratitis, unspecified",H16.9,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Other endophthalmitis,H44.1,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Type 2 diabetes mellitus,E11,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Hordeolum and chalazion,H00,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Disorders of refraction and accommodation,H52,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Blepharitis,H01.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Keratitis,H16,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Hordeolum and chalazion,H00,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Vitreous prolapse,H43.0,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Keratoconjunctivitis,H16.2,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Disorders of refraction and accommodation,H52,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Vitreous prolapse,H43.0,Sidamulih,556,Disorders of vitreous body and globe,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Chronic conjunctivitis,H10.4,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Conjunctival haemorrhage,H11.3,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Vertigo of central origin,H81.4,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Examination of eyes and vision,Z01.0,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Colour vision deficiencies,H53.5,Langkaplancar,299,Visual disturbances and blindness,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381
2023-05,Mata,Hypermetropia,H52.0,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
